,batch_size,cos,decay,epochs,lr,momentum,schedule,total_acc,mean_acc,freqw_acc,mean_iou,classwise_scores
output/11,16,False,0.0005,200,0.1,0.99,"['50', '100']",0.757699143730253,0.113970237908044,0.597602070587428,0.086388580346733,"{0: 0.7709756239439106, 1: 0.16405231097473208, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.2942887811378021, 7: 0.027739879972000513, 8: 0.14565453943247625, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.1053887164091126, 13: 0.0, 14: 0.1368001751563084, 15: 0.15994749077272227, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.009312669482317149}"
output/15,16,True,0.0005,200,0.03,0.99,,0.771305110554929,0.147552601921267,0.622677204341455,0.114699182336811,"{0: 0.7885371924599933, 1: 0.18609466740033498, 2: 0.018017428080419604, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.24943935223724137, 7: 0.26408158278189164, 8: 0.22994732557910277, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.08513005279106363, 13: 0.03999998197793107, 14: 0.04034677878397087, 15: 0.28632250690767713, 16: 0.0, 17: 0.1268488248784665, 18: 0.00413291271420249, 19: 0.04182832002897292, 20: 0.04795590245175698}"
output/7,16,False,0.0005,200,0.1,0.99,,0.741737542109624,0.058451706059525,0.570746059513732,0.042682048683983,"{0: 0.7538945284716495, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.14242849389199186, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
output/28,16,False,0.0005,200,0.05,0.9,"['50', '100']",0.836488817213649,0.443091174876928,0.727528991757664,0.35686949952841,"{0: 0.8427220902700658, 1: 0.5182824486030073, 2: 0.19185293630270164, 3: 0.30612785878596194, 4: 0.33823114296392376, 5: 0.24584039658451595, 6: 0.6100854558963759, 7: 0.5613310192202753, 8: 0.49041015338299887, 9: 0.08542499257600206, 10: 0.18962925113864704, 11: 0.08418047131445557, 12: 0.33011470973508017, 13: 0.27354531047758124, 14: 0.3947396170283199, 15: 0.5205087258885959, 16: 0.21636083775325407, 17: 0.2840516284622445, 18: 0.13891860718695834, 19: 0.4644080794061395, 20: 0.4074937571195078}"
output/13,16,False,0.0005,200,0.03,0.99,,0.727342290990183,0.125938829228899,0.584897320662012,0.07537257143966,"{0: 0.7555261530752091, 1: 0.11554743167246474, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.19449943309014478, 7: 0.04128290917792143, 8: 0.13103471003084396, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.13651149326293174, 13: 0.0, 14: 0.01032572403094404, 15: 0.19365956765871928, 16: 0.0, 17: 0.004327163277865495, 18: 0.0, 19: 0.0, 20: 0.00010941495581767767}"
output/12,16,False,0.0005,200,0.03,0.9,,0.815319074442503,0.420114032611591,0.705637201349951,0.306933945809228,"{0: 0.8318593327427243, 1: 0.4636348149706936, 2: 0.1808814607584225, 3: 0.2020560265654797, 4: 0.3181410269060951, 5: 0.15909776719831756, 6: 0.5676440102507836, 7: 0.4377149237703899, 8: 0.3859774314084077, 9: 0.07509353402827104, 10: 0.21528615771488002, 11: 0.10820294643444463, 12: 0.1980127028862575, 13: 0.2099356239249875, 14: 0.3559814388724324, 15: 0.48565379722126095, 16: 0.1596280607978911, 17: 0.19745042805931023, 18: 0.11656844823229907, 19: 0.43480933651906356, 20: 0.34198359273136764}"
output/16,16,False,0.0005,200,0.03,0.9,"['50', '100']",0.832836659222821,0.399321697055381,0.718631084271507,0.325060455132864,"{0: 0.8390399355924835, 1: 0.5378152309024509, 2: 0.18539512311882259, 3: 0.26315667965528333, 4: 0.27829379919561525, 5: 0.13565284727345003, 6: 0.5768823821522503, 7: 0.5213035637823717, 8: 0.4618922190829368, 9: 0.05946519047160698, 10: 0.16404115246855236, 11: 0.05230402340066085, 12: 0.32835196671046707, 13: 0.21673387537463365, 14: 0.3720506120220286, 15: 0.5197161560432721, 16: 0.1447422609650628, 17: 0.22713619599891663, 18: 0.11966851221349913, 19: 0.4678583689053458, 20: 0.35476946246042607}"
output/26,16,True,0.0005,200,0.05,0.9,,0.831647766302831,0.422840923745531,0.721766763601139,0.32921549772455,"{0: 0.8429815022055662, 1: 0.5182751493651763, 2: 0.17523798398911544, 3: 0.2539691733615516, 4: 0.3237647693900489, 5: 0.2047410841554531, 6: 0.5789553635723493, 7: 0.49684673734497176, 8: 0.4834711120151309, 9: 0.04737432165144404, 10: 0.1252597681263242, 11: 0.10196143381879702, 12: 0.34995312747760354, 13: 0.26783426905368213, 14: 0.3204471926438684, 15: 0.5123021252706583, 16: 0.11437558386379534, 17: 0.27909431409189894, 18: 0.08809761999017274, 19: 0.4284838444700408, 20: 0.40009897635791175}"
output/9,16,True,0.0005,200,0.1,0.99,,0.736196579811407,0.056594710262386,0.568753092689748,0.041187613354247,"{0: 0.7533501446390484, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.001135429341483415, 13: 0.0, 14: 0.0, 15: 0.11045430645864643, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
output/0,16,False,0.0005,200,1,0.9,,0.747562142550493,0.047619047619048,0.558849156974683,0.035598197264309,"{0: 0.7475621425504928, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
output/4,16,False,0.0005,200,1,0.9,"['50', '100']",0.747562142550493,0.047619047619048,0.558849156974683,0.035598197264309,"{0: 0.7475621425504928, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
output/22,16,False,0.0005,200,0.01,0.9,"['50', '100']",0.816545206073895,0.332512838593486,0.69533663639621,0.266739908642884,"{0: 0.831229244352491, 1: 0.4850381095975307, 2: 0.1676437306165544, 3: 0.18896979022693075, 4: 0.25557770960228504, 5: 0.08433586146995273, 6: 0.48700127820404093, 7: 0.4680411011655096, 8: 0.3693725461340165, 9: 0.028427498615427437, 10: 0.11053017634158797, 11: 0.02248335301118668, 12: 0.221595778817762, 13: 0.1302272622288989, 14: 0.2622313921704567, 15: 0.46509764238152823, 16: 0.09033951059889349, 17: 0.2509963377854373, 18: 0.09012682555694079, 19: 0.28859812147168346, 20: 0.30367481115144035}"
output/10,16,False,0.0005,200,0.1,0.9,"['50', '100']",0.839054773724268,0.489626711469312,0.736195090751889,0.379195730997358,"{0: 0.8460373066717652, 1: 0.4964244253056397, 2: 0.18311701474201475, 3: 0.35113678469576803, 4: 0.386826370992146, 5: 0.2794867063603204, 6: 0.6085641825848237, 7: 0.5678975599876847, 8: 0.5117719443441294, 9: 0.08254593216047568, 10: 0.18962792755382157, 11: 0.12374372974178904, 12: 0.3815638486327764, 13: 0.3443274714423751, 14: 0.3847042548722192, 15: 0.5401613627435599, 16: 0.23608654456654457, 17: 0.2826381904224989, 18: 0.1983880349994955, 19: 0.513559572935108, 20: 0.45450118518956695}"
output/29,16,False,0.0005,200,0.05,0.99,"['50', '100']",0.73407018489061,0.061942362216425,0.573345333858906,0.043867817534902,"{0: 0.7567966421492812, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.023477424091712766, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.1409501019919512, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
output/1,16,False,0.0005,200,1,0.99,,0.747562142550493,0.047619047619048,0.558849156974683,0.035598197264309,"{0: 0.7475621425504928, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
